std_smiles,CHEMBL1075317.csv,CHEMBL1163125.csv,CHEMBL1795116.csv,CHEMBL1829.csv,CHEMBL1865.csv,CHEMBL1937.csv,CHEMBL1993.csv,CHEMBL2157850.csv,CHEMBL2169716.csv,CHEMBL2185.csv,CHEMBL2189110.csv,CHEMBL2424504.csv,CHEMBL2563.csv,CHEMBL2971.csv,CHEMBL301.csv,CHEMBL3045.csv,CHEMBL3055.csv,CHEMBL308.csv,CHEMBL3105.csv,CHEMBL3142.csv,CHEMBL3192.csv,CHEMBL325.csv,CHEMBL3524.csv,CHEMBL3774295.csv,CHEMBL4036.csv,CHEMBL4145.csv,CHEMBL4630.csv,CHEMBL4722.csv,CHEMBL5024.csv,CHEMBL5406.csv,CHEMBL5747.csv,CHEMBL5776.csv,CHEMBL5921.csv,CHEMBL6032.csv,CHEMBL6136.csv,CHEMBL6175.csv
CN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncc21,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
COC(=O)NNC(=O)Nc1cccc2c1C(=O)c1c(-c3ccc(OC)cc3)n[nH]c1-2,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
COc1cc(CNC(=O)c2cc(Cn3ccoc3=N)cc(-c3ncc(F)cc3C)c2)cc(OC)c1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(CNC(=O)c2cc(Cn3ccn(C)c3=N)cc(-c3c(C)cc(F)cc3C)c2)ccc1Cl,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON=C(O)C1(c2ccccc2)CCCCCC1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
CC(C)NC(=O)c1ccc(Nc2ncnc(-c3ccc(O[C@@H]4CCNC4)c(C#N)c3)n2)cc1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc2c(NCCCCNC(=O)C(C)(C)C)nc3cc4c(cc3n12)OCCO4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nn(C(C)C)c2c1C(=O)N(c1cc(C)c(=O)n(C)c1)C2c1ccc(Cl)cc1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CCS(O)(O)c1ccc(OCC2CC2)c(-c2cn(C)c(=O)c3ccoc23)c1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNCC(O)COc1cccc(-c2nc(C3=CCCC3)cc(C(CCOC)CCOC)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Cc1[nH]cnc1-c1nccc2c1[nH]c1ccccc12,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,
COc1ccc2c(c1)C(c1ccc(Cl)cc1)=N[C@@H](COS(=O)(=O)c1ccccc1)c1nnc(C)n1-2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CC6(COC6)C5)cc4)n3)cc2C#N)[C@H](F)C1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1c2ccc(N(C)c3ccnc(Nc4ccc(C(=O)NCCCCC(=O)Nc5ccccc5N)cc4)n3)cc2nn1C,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
O=C(CCCCCCC(O)=NO)Nc1ccccn1,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
O=c1[nH]c2cc(CN3CCN(c4ccc([N+](=O)[O-])cc4F)CC3)ccc2c2c1CCCN2,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)NCc2ccc(Cl)c(F)c2)cc1CNC1=NCCN1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(-c2cc(C(=O)N3CCCC3)ccc2-c2ccc3c(c2)COC3)cc1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Cc1[nH]c(-n2nc(-c3cccs3)cc2NC(=O)COc2ccccc2F)nc(=O)c1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Brc1cnc(Nc2cccnc2)s1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
CN(C)C1CCN(C(=O)c2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)s2)CC1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)c1ccc(-c2cnc(N)c(-c3nnc(-c4sccc4C#N)o3)n2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
COc1c(-c2cn(C)c(=O)c3[nH]ccc23)ccc2c1n(Cc1ccccc1)c(=O)n2C,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCC1(CN[C@@H]2CC2c2ccccc2)CCN(CCC(=O)O)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
FC(F)c1nnc(-c2cnc(NC3(c4ccc(Br)cc4)CC3)nc2)o1,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
COc1ccc(N(C)c2ccc3c(c2)CCC[C@H]3CNc2cnccc2C(=O)O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CCC(CC)n1cc(-c2nc(-c3cnn(C[C@@H](O)CN4CCCC4)c3)cn3nccc23)cn1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
CC(C)n1cc(C(=O)C2CCN(C(=O)CC(C)(C)Cc3nc(=O)c4ccn(C)c4[nH]3)CC2)cn1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
O=C(CCCCCC(=O)c1ncco1)Nc1cccc(-c2ccccc2)c1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
FC(F)(F)c1nc(-c2ccc(CNc3cc[nH]n3)nc2)no1,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
CNC[C@@H](O)COc1ccc(Cl)c(-c2nc(-c3c(C)noc3C)c(C)c(N3Cc4c[nH]nc4C3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
C[C@H]1CN(S(=O)(=O)c2ccc(Nc3nn([C@H]4COCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2)C[C@@H](C)O1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nn([C@H]3CCCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1C(=O)N1CCCC1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
O=C(O)CCN1CCC(CN[C@@H]2CC2c2ccccc2)(Cc2cccc(F)c2F)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
O=C(NCC(O)CNC1Cc2ccccc2C1)c1ccnc(NC2CCCC2)c1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(-c2ccc3oc(CNS(C)(=O)=O)nc3c2Oc2ccccc2)c2cc[nH]c2c1=O,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNCC(O)COc1ccc(Cl)c(-c2nc(N[C@H]3CCC[C@@H](O)C3)c(C)c(-c3c(C)noc3C)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Cc1c(C(=O)O)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Cn1c(-c2ccc3c(c2)ncn3C)c(-c2ccc(C#N)c(F)c2)nc(N2CCC(N)CC2)c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC(C)(O)Cn1cc2cc(-c3ccc(C(=O)N4C5CCC4CC(N)C5)cc3-c3ccc(C#N)c(F)c3)c(F)cc2n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Cn1cc(-c2cnn(-c3cccc(F)c3C#N)c2)c(-c2ccc(N3CCCC3)nc2)cc1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CCc1c(C#N)c(SC(C(N)=O)c2ccncc2)nc(N2CCN(C)C(=O)C2)c1C#N,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C1CC1(F)F)N1[C@H]2CC[C@@H]1CN(c1ccnc(Nc3cnc(CCO)c(Cl)c3)n1)C2,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C)c1-c1cc(C(N)=O)c2c(c1)c1ccc(Br)cc1n2CC1CC1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(C(N)=O)c2c1-c1nc(NCc3ccccc3)ncc1CC2,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
CNCC(O)COc1cccc(-c2nc(N[C@H]3CCOC3)c(C)c(N3CCOCC3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
COc1ccc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(C)c4onc(C)c4c2)C3=O)cn1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CCc1c(C#N)c(SC(C(N)=O)c2ccccc2)nc(N2CCC(NCC3(C)COC3)CC2)c1C#N,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)N1Cc2cc(Nc3nn([C@]4(CC#N)CC[C@H](N5CC(F)C5)CC4)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
CC1(C(=O)N2CCC(O)(Cn3cnc4c(cc(Cl)n4-c4cccc(-n5cc(F)cn5)c4)c3=O)CC2)CC1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)Nc1cc(-c2cn(C)c(=O)c3[nH]ccc23)c(Oc2ccc(F)cc2F)cc1CN1CCCCC1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON=C(O)C1(c2cccc3c2OCC3)CCCC1,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
O=C(O)c1ccncc1NC[C@@H]1CCOc2cc(Sc3ccc(F)cc3)ccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(N)=NO)C5)ncc3F)cc2n1C(C)C,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
CC(C)[C@H](NC(=O)c1nc(-c2nccs2)sc1C1CC1)c1ccc(C(O)=NO)cc1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
CNC(=O)c1ccc(-c2cc(=O)n(C)cc2-c2cnn(-c3ccccc3C#N)c2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Cc1cc(C)c(CNC(=O)c2cc(-c3cnc(N)nc3)cc3c2cnn3C2CCCC2)c(=O)[nH]1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nn2cc(F)cnc2c1C(=O)Nc1cnccc1-n1ccnc1C(F)(F)F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
c1cncc(-c2ccc([C@H]3C[C@@H]3NCC3CCNCC3)cc2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
NC(=O)c1ccc(N2CCN(c3nc4c(C(N)=O)cccc4[nH]3)CC2)nc1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
CNC[C@@H](O)COc1ccc(Cl)c(-c2nc(-c3c(C)noc3C)c(C)c(N3CCC4(CCOC4)C3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Nc1ccc(-c2cccs2)cc1NC(=O)c1cnc(NC2CCN(C(=O)N3CCCCC3)CC2)nc1,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
CSc1ccc2c(c1)nc(NCCCCNC(=O)OC(C)(C)C)c1nnc(C)n12,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(Cc4ccc(F)cc4)CC3)c3cc[nH]c(=O)c23)cc1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
COC(c1cc(Cl)c2c(c1Cl)C(=O)N(Cc1c(=O)[nH]c(C)c3ccoc13)CC2)C1COC1,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCN(c2ccc(-c3[nH]nc4cc([C@@H]5C[C@@]56C(=O)Nc5ccc(N)cc56)ccc34)cc2)CC1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
CNc1cc(-c2ccc(OC)c(NS(C)(=O)=O)c2)cn(C)c1=O,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCN1CCC(Nc2nccc(-c3c[nH]nc3C(C)C)n2)CC1,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
CCc1c(C#N)c(SCc2ccc(C#N)cc2)nc(N2CCCN(C)CC2)c1C#N,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNCC(O)COc1cccc(-c2nc(N[C@H]3C[C@@H](C(C)(C)O)C3)c(C)c(-c3c(C)noc3C)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Cc1ncc(-c2cnc(NCc3cccc4c3CCO4)n3cnnc23)cn1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)N=C2C=C(C(CCN(C)C)Nc3ncnc4c(C(N)=O)cccc34)CCC2)c(F)c1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C(CCC(O)=NO)=CCCN1CCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
CC(=O)N1CCC(NC2CC2c2cccc(C(=O)Nc3cnn(Cc4ccc(F)cc4)c3)c2)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CN1CCN(CCCOC2=CC3N=CN=C(Nc4ccc(NC(=O)NC5CCCCC5)cc4)C3C=C2)CC1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
N#Cc1ccc2c(c1)CCCC21CC1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CCOc1cc(-c2nncn2C)ccc1Nc1ncc2cc(C)nc(N[C@@H](C)C(C)(C)C)c2n1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
CC(c1ccccc1)n1cc(-c2cn(C)c(=O)cc2-c2ccn(C)c(=O)c2)cn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
O=C(O)c1cccc(N2CCC(CN[C@@H]3CC3c3ccccc3)(Cc3ccc(F)cc3)CC2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
O=C1NCc2nc(-c3c(F)cccc3F)cc(-n3ccc(N4CCOCC4CO)n3)c21,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
N#CCC(C1CCOC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)c1ccc(CN2CCC(F)(CNC3CC3c3ccc(-c4ccccc4)s3)CC2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC(C)c1ccc(Nc2nc3cc(C(O)=NO)ccc3n2C)cc1,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C#N)c1Oc1nc(NS(=O)(=O)CCC(F)(F)F)cc(-c2ccc(=O)n(C)c2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Cn1cc(-c2cc(S(C)(=O)=O)ccc2OCC2CC2)c2ocnc2c1=O,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(-c2cc(N[S+](C)[O-])ccc2Oc2ccc(F)cc2F)cc(C2CC2)c1=O,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C(F)(F)F)cc2c1nc(NCCCCNC(=O)OC(C)C)c1nnc(C)n12,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnn(C)c1-c1cnc2c3c(S(C)(=O)=O)cccc3n([C@@H](c3ccccc3F)C3CCOCC3)c2c1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON=C(O)CCCCCCCOc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
CCC1(n2nc(Nc3cccc(CC#N)c3)c3c(=O)[nH]ccc32)CCN(C(=O)OC(C)(C)C)CC1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Nc1ncnc2c1ccn2[C@@H]1O[C@H]([C@@H]2OCCc3ccc(Cl)cc32)[C@@H](O)[C@H]1O,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C(C)N2CCN(c3nnc(NC(C)=O)s3)CC2)ccc1Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
CC[C@H](C)S(=O)(=O)Nc1cc(-c2ccc(=O)n(C)c2)nc(Oc2c(F)cccc2Cl)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Cc1c(F)cccc1[C@]1(C(O)=NO)CC[C@H](c2ccc3sc(C4CC4)nc3c2)C1,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Cn1cnc2ccc(-c3cncc(NCC(O)CN4CCc5ccccc5C4)c3)cc21,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccc(F)cc2F)cn(C2CCC2)c1=O,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCC1CC(NC2CC23CCc2ccccc23)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2[nH]c(Cc3ccc(OC)c(O)c3)nc(=O)c12,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
C[C@@]1(C(=O)Nc2cnccn2)CCCN1c1nc(Nc2cc(C3CC3)[nH]n2)c2cccn2n1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
COc1ccc2[nH]cc(-c3cc4nn(C)cc4c(O[C@H](C)[C@H]4CNC(=O)C4)n3)c2c1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(CC(=O)N1CCC(O)(Cn2cnc3cccnc3c2=O)CC1)c1ccccc1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(Oc1cccc2cccnc12)C(=O)NC[C@@H](O)CN1CCc2ccccc2C1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc2c(cc(Nc3cccnc3)c3nnc(C)n32)n1Cc1ccccc1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N#C[C@H]1CCCC[C@@H]1n1nc(Nc2ccc3c(c2)CCNC3)c2c(=O)[nH]ccc21,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(F)(F)F)cc1CNc1ncc(C(O)=NO)cn1,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Fc1cccc(C2(Nc3ncc(-c4nnc(C(F)F)o4)cn3)CC2)c1F,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
N#Cc1ccc(C2(Nc3ncc(-c4nnc(C(F)F)o4)cn3)CC2)cc1,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
O=C(O)c1ccncc1NCC1CCOc2cc(N(CC(F)(F)F)c3ccccc3)ccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1ccc2c(c1)OCO2,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(CNC(=O)c2cc(C(F)(F)F)cc3c2cnn3C2CCN(C(=O)C(C)(C)C)CC2)c(=O)[nH]1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
O=NC(=O)CC=CCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Cc1cc(Nc2cc3ncccc3c(N[C@H]3C[C@@H]4CCC[C@H](C3)N4Cc3cccc(O)c3)n2)[nH]n1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)c1ccc(Oc2c(C)cccc2Cl)c(-c2cn(C)c(=O)c3[nH]c(C(=O)NCC#N)cc23)c1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ncnc3[nH]ccc23)n1C,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
CCC1(n2nc(Nc3ccc([C@H](NC(C)(C)C)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CCN(C(=O)OC(C)(C)C)CC1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
[C-]#[N+]C1(CNC2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)CC1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Cc2nc(=O)c3c(C(C)C)nn(-c4ccccc4)c3[nH]2)cc1,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Cn1ccn(Cc2cc(C(=O)NC3(c4cccc(Br)c4)CCC3)c(F)c(-c3ccc(F)cc3C(F)(F)F)c2)c1=N,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ncc(-c2c(-c3ccc(C#N)c(F)c3)nc(N3CCC(N)CC3)n(C)c2=O)cc1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CN(CCN1CCC(N[C@@H]2C[C@H]2c2ccccc2)CC1)c1ccc(N2CCCOC2=O)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
ON=C(O)c1ccc(CN2CCCc3ccccc32)cc1,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
Cc1ccc(NC(=O)c2c(C)nc(S(=O)(=O)Cc3ccccc3)nc2-c2ccc(O)cc2O)cc1,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
CC(C)c1cc(N2CCCc3cc(-c4cnn(C)c4)c(C(F)F)cc32)cc2c1n(C)c(=O)n2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
O=C(O)c1ccncc1NCc1ccccc1O,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0
Nc1nn2cc(F)cnc2c1C(=O)Nc1cnccc1-c1cccnc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
CN1C[C@H](C(C)(C)C)N2C(=CC3C=NC(Nc4ccc(N5CCNCC5)cn4)=NC32)C1=O,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
CCc1c(C#N)c(SCc2ccc(C(N)=O)cc2)nc(N2CCCN(C)CC2)c1C#N,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C1CCN(c2nc(-c3ccc(C#N)cc3)c(-c3ccc4nccnc4c3)n3cncc23)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CCN(c1cc(Cl)cc(C(=O)NCc2c(OC)nn(C)c2C)c1C)[C@H]1CC[C@H](N(C)Cc2cccc(OCCOC)c2)CC1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)NCCCCNc1nc2cc(OC)c(OC)cc2n2c(C)nnc12,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CN2C(=O)Cc3c([nH]c4ccc(Br)cc34)-c3ccccc32)cc1,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
CC(=O)NC(CSC(=S)NCc1ccccc1)C(=O)O,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
Cc1ccc(-c2c(-c3ccc(C#N)cc3)cc(CCC3CCN(C)C3)c3ncnn23)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CNC(=O)N1CCC(n2cc(-c3cncc(N)c3Cl)c3cc(C#N)c(C)cc32)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Cc1cc(Nc2cc3ncc(S(C)(=O)=O)cc3c(N[C@H]3C[C@@H]4CC[C@H](C3)N4CCCF)n2)[nH]n1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
CC[C@]1(O)CCC[C@@H]1n1c(=O)c(Cl)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CC(=O)Nc2cccc(-c3cnn(-c4ccccc4)c3)c2O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CS(=O)(=O)NC(=O)CCN1CCC(N[C@@H]2C[C@H]2c2ccccc2)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CN(C)C1CCN(C(=O)c2ccc(-c3cnc(N)c(-c4nnc(-c5ccccc5)o4)n3)cc2F)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
O=C1CC2(CCN(Cc3ccc(F)cc3)CC2)Oc2ccc(C=CC(O)=NO)cc21,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
CNC(=O)c1cccc(-c2cc(N3CCOCC3)nc3c(-c4cc[nH]n4)nccc23)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
