std_smiles,CHEMBL1075317.csv,CHEMBL1163125.csv,CHEMBL1795116.csv,CHEMBL1829.csv,CHEMBL1865.csv,CHEMBL1937.csv,CHEMBL1993.csv,CHEMBL2157850.csv,CHEMBL2169716.csv,CHEMBL2185.csv,CHEMBL2189110.csv,CHEMBL2424504.csv,CHEMBL2563.csv,CHEMBL2971.csv,CHEMBL301.csv,CHEMBL3045.csv,CHEMBL3055.csv,CHEMBL308.csv,CHEMBL3105.csv,CHEMBL3142.csv,CHEMBL3192.csv,CHEMBL325.csv,CHEMBL3524.csv,CHEMBL3774295.csv,CHEMBL4036.csv,CHEMBL4145.csv,CHEMBL4630.csv,CHEMBL4722.csv,CHEMBL5024.csv,CHEMBL5406.csv,CHEMBL5747.csv,CHEMBL5776.csv,CHEMBL5921.csv,CHEMBL6032.csv,CHEMBL6136.csv,CHEMBL6175.csv
Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1ccc(N2CCNCC2)nc1,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
ON=C(O)C(Cc1ccccc1)n1nc2ccc(-c3cccnc3)cc2c1C#CC1CC1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
O=c1c(O)c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@H]2CNC(=O)C[C@H]2C1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C2C(C=C3SC(=S)NC3=O)=C(c3cccs3)Oc3ccccc32)cc1,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(CNC(=O)c2cc(C3=CCN(C(=O)C4CN(C)C4)CC3)cc3c2cnn3C2CCCC2)c(=O)[nH]1,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(CNC(=O)c2cc3c(c(-c4ccc(N5CCOCC5)nc4)c2)OC(C)(C)C3)c(=O)[nH]1,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(-c2nc3c(OCC4CCCCC4)nc(N)nc3[nH]2)cccc1S(N)(=O)=O,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,
O=C(O)c1ccncc1NC[C@H]1CCCc2ccccc21,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
CS(=O)(=O)Nc1ccc(O)c2c(=O)cc(-c3ccccc3Cl)oc12,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ccc(CNc3nc(N[C@H]4CC[C@H](N)CC4)nc4c3ncn4C(C)C)cc2)cc1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c2cnn(C(C)C)c2n1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
N#CCC1(N2CCC(N[C@@H]3CC3c3ccccc3)CC2)CN(C(=O)C2(O)CCCC2)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Cn1cc(-c2cnn(-c3ccccc3-c3nn[nH]n3)c2)c(-c2ccc(Cl)cc2)cc1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CCCNC(=O)O[C@H]1CCC(c2cc(Nc3ccc4c(n3)CC[C@@H]4N(C)C)[nH]n2)C1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Cc1ncc(Nc2ncnc(-c3ccc(O[C@H]4CCN(C(=O)C(C)O)C[C@H]4F)c(C#N)c3)n2)s1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
N#CCC1(n2cc(-c3ccnc4[nH]ccc34)cn2)CN(S(=O)(=O)C2CC2)C1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
CCc1c(C#N)c(SCc2ccc(CNC(=O)C(C)N)cc2)nc(N2CCCN(C)CC2)c1C#N,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)n1cc2c(n1)CN(C1CCN(C)CC1)c1nccc3[nH]nc-2c13,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
C[C@@]1(O)[C@@H](COc2ccccc2)O[C@@H](n2ccc3c(N)ncnc32)[C@@H]1O,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1CC(=O)Nc2cccc(-c3cn(C(=O)OC(C)(C)C)c4ccccc34)c2O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
CCOC(=O)C(C)(C)C(O)(c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1)C(F)(F)F,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C)c1-c1ccc2[nH]c(=O)n3c2c1OCC3C1CCCO1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1c(C(=O)N[C@H](c2ccc(F)c(C)c2)C2CC2)cc(Cn2cc(F)ccc2=N)cc1-c1cn(C)nc1C(F)(F)F,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1-c1cnn(CCC#N)c1,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
N#CC[C@@]1(n2nc(Nc3ccc([C@]4(C(F)(F)F)CCCCN4)cc3)c3c(=O)[nH]ccc32)CCOC[C@@H]1F,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
OC(COc1cccc(-c2ccc3[nH]ncc3c2)c1)CN1CCc2ccccc2C1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1c(C#N)c(SC(C(N)=O)c2ccccc2)nc(N(C)CCNC)c1C#N,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)c1[nH]nc2c(Nc3cccc(Cl)c3)ncnc12,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
O=C(NCCCCCCC(O)=NO)c1cccc2[nH]ccc12,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
CNCC(O)COc1cccc(-c2nc(-c3cnc4ccnn4c3)cc(N(C)C3CCOCC3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Cc1cc2c(ccc3nnc(C)n32)n1Cc1cccc(CN(C)CCO)c1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2N)c1F,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
CNCCN(C)Cc1cccc(-c2cc(C(=O)NCc3c(C)cc(C)[nH]c3=O)c3cnn(C(C)C)c3n2)c1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ncc(CC(=O)Nc2cc(C3CC[C@@H](OC(=O)N4C[C@@H](C#N)[C@@H]4C)C3)[nH]n2)s1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)N1CC=C(c2cccn3nc(Nc4ccc(C(=O)N5CCN(c6cccnc6)CC5)cc4)nc23)CC1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N2C(=O)c3nc(C4CC4)n(C4COC4)c3C2c2ccc(Cl)cc2)cc2c1nnn2C,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CC(C)(C)n1cc(Nc2ncnc(-c3ccc(O[C@H]4CCN(C(=O)C(O)CO)C[C@H]4F)c(C#N)c3)n2)cn1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(-c2cc(S(C)(=O)=O)cc3c2NC2(CCCC2)C(=O)N3)c2cc[nH]c2c1=O,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc2c(NCCCCNC(=O)OC(C)(C)C)nc3cc(NC(=O)C(C)C)ccc3n12,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)Cc4ccc(C(F)(F)F)cc4)CC3)c3cc[nH]c(=O)c23)cc1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
CC(=NNc1ncnc2sc(C(C)C)cc12)c1cccs1,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
CN1CCC=C(CCC(O)=NO)C1=O,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
O=S(=O)(c1cccc(/C=C/C(O)=NO)c1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Cc1cc(F)ccc1Oc1nc(NS(=O)(=O)C(C)C)cc(-c2cc(C)c(=O)n(C)c2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(CN(C)CCCN(C)C)cc3)cc3c2cnn3C2CCCC2)c(=O)[nH]1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc2c(NCCCCNC(=O)C(NC(=O)OC(C)(C)C)C(C)C)nc3cc(N4C[C@H](C)O[C@H](C)C4)ccc3n12,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N2C(=O)c3c(C4CC4)nn(-c4ccnn4C)c3C2c2ccc(Cl)cc2)cc2c1nnn2C,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Fc1cc(COc2nncc3ccccc23)ccc1-c1noc(C(F)(F)F)n1,,,,,1.0,,,,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Cc1cc(C)cc(-c2[nH]nc3c2Cc2cc(CNC4CCC(C)CC4)ccc2-3)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
CNCC(O)COc1cccc(-c2nc(-c3ccc4c(c3)OCCO4)cc(N(CCOC)CCOC)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
CCN(c1cc(Cl)cc(C(=O)NCc2c(N3CCCC3)n(C)[nH]c2=O)c1C)[C@H]1CC[C@H](N(C)C)CC1,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
CCC1(n2nc(Nc3ccc(S(=O)(=O)N4CCC[C@@H]4C)cc3)c3c(=O)[nH]ccc32)CCN(C(=O)OC(C)(C)C)CC1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C)c1-c1cc(C(N)=O)c2c(c1)c1ccc(N3CCCCC3=O)cc1n2CC1CC1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-n2c(-c3ccc(Cl)cc3)c3nc(C)n(C4CC4)c3c2O)cn2c(C)nnc12,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)Nc1cc(-c2cc(C)c(=O)n(C)c2)nc(-c2ccccc2C)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Cc1cc(C)cc(NC(=O)NOCc2ccc(/C=C/C(O)=NO)cc2)c1,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
CCC(CC)n1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc21,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
Cc1ccc(-c2c(-c3ccc(C#N)cc3)nc(OC[C@@H]3CCCN(C)C3)c3nccn23)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
COCC1(CN[C@@H]2CC2c2ccccc2)CCN(c2ccnc(C(=O)O)c2)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Cc1nc2cc(-c3cnc(N4CCC(N)CC4)nc3-c3ccc(C#N)cc3)ccc2n1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CN1CCC(Nc2ncc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cn2)c2ccccc21,,,,0.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
CC(=O)N1CCc2c(c(Nc3ccc(C)c(-c4cnn(C)c4)c3)nn2CC2CC2)C1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
O=S(=O)(N1CCN(C2CCC2)CC1)N(Cc1ccc(-c2nnc(C(F)F)o2)cc1)c1ccc(F)c(Cl)c1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
CC(C)NC(=O)N1CCC(CC#N)(N2CC(CNC3CC3c3ccccc3)C2)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Cc1cc(-c2cc(N3CCOCC3)nc3c(-c4cc[nH]n4)nccc23)cc(C)c1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
CNCC(O)COc1cccc(-c2nc(-c3c(C)noc3C)cc(N3CCNC(C)(C)C3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
COc1cnc(C(O)c2ccc(F)c(-c3ncnc4cc(N5CCOCC5)ccc34)c2)c(Cl)c1,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
Cc1cc(N2C(=O)c3c(C4CC4)nn(C)c3[C@H]2c2ccc(Cl)cc2)cc2c1nnn2C,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
COc1ccc(CNC(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)cc1,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(=O)n(C)cc1-c1cnn(C2CCCN(S(C)(=O)=O)C2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
CNC[C@@H](O)COc1ccc(Cl)c(-c2nc(NC[C@H]3CCCN3C(=O)OC(C)C)c(C)c(-c3c(C)noc3C)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
CNCCCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3=O,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
CC(C)[C@H](CO)Nc1nc(Nc2ccc(Cl)c(N)c2)c2c(n1)N(C(C)C)CN2,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
CN(C)c1ccc(CNCCCCNC(=O)CCCCCCC(O)=NO)cc1,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
CC(C)CS(=O)(=O)N1CC(CC#N)(n2cc(-c3ccnc4[nH]ccc34)cn2)C1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(CNC(=O)c2cc(-c3cccc(CNCCO)c3)cc3c2cnn3C2CCCC2)c(=O)[nH]1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)N1CCC(Nc2ncc3ccc(=O)n(C4CCCCCC4)c3n2)CC1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Nc1ncc(-c2ccc(C(=O)N3CCCNCC3)c(F)c2)nc1-c1nc2ccccc2[nH]1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
CCCS(=O)(=O)Nc1cc(-c2cc(C)c(=O)n(C)c2)nc(Oc2c(F)cccc2F)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
O=c1[nH]ncc2nc(-c3ccccc3)nc(Nc3ccc(CN4CCNCC4)cc3)c12,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(C#Cc2ccc(C3CC3NCC3(F)CCN(C(=O)OCC4CCNCC4)CC3)s2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Cc1cc(C)c(CNC(=O)c2cc(Br)cc3c2cnn3C2CCN(C(=O)C3CCCC3)CC2)c(=O)[nH]1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCN(CC(=O)N2CCC(Nc3ccc(S(C)(=O)=O)cc3-c3cn(C)c(=O)c4[nH]ccc34)CC2)CC1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnn(C)c1-c1cnc2c3ccc(C(C)(C)O)c(F)c3n(C(c3ccc(F)cc3F)C3CCOCC3)c2c1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@]1(O)CC[C@H](NC(=O)O[C@H]2CCC(c3cc(NC(=O)Cc4ccccc4)[nH]n3)C2)CC1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(N1CCN(C2COC2)CC1)N(Cc1ccc(-c2nnc(C(F)F)o2)cn1)c1cccc(Cl)c1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
CNC(=O)C(c1ccc2nccn2n1)c1cc(-c2ncnc3cc(N4CCOCC4)ccc23)c(F)cc1Cl,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
ON=C(O)c1ccc2oc(-c3ccc(C(F)(F)F)cc3)nc2c1,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
COc1cc(Nc2cc(CO)[nH]n2)nc(N(C)[C@H]2C[C@@H]3CCC[C@H](C2)N3S(=O)(=O)C2CC2)n1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)Nc1nnc(N2CCN(C(C)c3ccc4c(c3)OCO4)CC2)s1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
O=C(c1cnc(C2CC2)o1)N1CCC(O)(Cn2cnc3c(nnn3-c3ccccc3)c2=O)CC1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=COCc1ccc(Nc2nc(-c3c(Cl)cccc3Cl)nc3c[nH]c(O)c23)cc1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1cc2c(NN=Cc3ccc4c(c3)CNCC4)ncnc2s1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)ccc1C(=O)N(C)C,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
O=C(NCC(O)CNC1Cc2ccc(Br)cc2C1)c1ccc(Cl)cc1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)OC(=O)C1CC[C@@](CC#N)(n2nc(Nc3ccc4c(c3)CN(CC(F)(F)F)C4=O)c3c(=O)[nH]ccc32)CO1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
OCCN(CCc1ccc2c(c1)OCO2)Cc1ccc(/C=C/C(O)=NO)o1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
CCc1c(C#N)c(SCc2ccc(CNC(C)=O)cc2)nc(N2CCC(O)C2)c1C#N,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc2c(cc1C#N)c(-c1ccc(Br)c(N)c1C)cn2[C@H]1CC[C@H](O)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
O=C(CCCc1nc(=O)c2ccccc2[nH]1)N1CCC(c2nnc(-c3cccc(Cl)c3)o2)CC1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
O=C(Nc1cccc(OCC(O)CN2CCc3ccccc3C2)c1)c1cccnn1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCC[C@@H](COc2nc(-c3ccc(C#N)cc3)c(-c3ccc(CO)cc3)c3nccn23)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Cc1nnn(C)c1-c1cnc2c3ccc(N4CCCC4=O)c(F)c3n([C@H](c3ccccc3)C3CCOCC3)c2c1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC1(n2nc(Nc3ccc(C(=O)N4[C@H](C)COC[C@H]4C)c(C)c3)c3c(=O)[nH]ccc32)CCN(C(=O)OC(C)(C)C)CC1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
C[C@H](CCCCC(O)=NO)Nc1c(Nc2ccc(OC(F)(F)F)cc2)c(=O)c1=O,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
COCC1(CN[C@@H]2CC2c2ccccc2)CCN(CC(C)(C)C(=O)O)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
O=C1COC[C@@H](CNCc2ccc(-c3noc(C(F)(F)F)n3)cn2)N1,,,,,1.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
Cn1c(N2CCC(N)CC2)nc(-c2ccc(C#N)c(F)c2)c(-c2ccc(N)cc2)c1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CNCC(O)COc1cc(Cl)cc(-c2nc(-c3ccncc3C3CC3)cc(N(C)C3CCOCC3)n2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
O=C(CCCCC(O)=NO)NCCCNCCCNCCCNCCCNCC1CCCCCC1,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
Cc1nnn(C)c1-c1cnc2c3ccc(N4CCCS4(=O)=O)c(F)c3n([C@H](c3ncccc3F)C3CCOCC3)c2c1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)Cn1c(CCl)nc2c(c(C)nn2-c2ccccc2)c1=O,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,
COc1ccc2c(c1)C(N[C@H]1CC1c1ccccc1)CCC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
[C-]#[N+]CC1CCN(c2ccc(Nc3nc(N4CCC(CC#N)CC4)nc4cn[nH]c(=O)c34)cn2)CC1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
C1=C(c2cnc(NCc3ccco3)n3cnnc23)CCOC1,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(=O)CCCCC[C@H](NC(=O)C1CC12CCN(Cc1cccnc1)CC2)c1nc(-c2cc3ccccc3nc2OC)c[nH]1,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Cn1nccc1CNC(=O)c1ccc2cc(-c3[nH]ncc3-c3ccccc3)[nH]c2c1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
COc1cc(C(=O)Nc2nnc(C)s2)cc(C2CC2NCC2CC2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
c1ccc(-c2cc(N3CCOCC3)nc3c(-c4ccnn4C4CCCCO4)nccc23)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
CCN(c1sc(-c2ccoc2)c(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C1CCN(c2nc(-c3ccc(C#N)cc3)c(-c3ccc4c(c3)oc(=O)n4C)n3cncc23)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CCNC(=O)c1csc(Nc2snc(C)c2C(=O)Nc2ccc(F)c(F)c2)n1,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
O=C(O)c1ccnc2cc(C(=O)N3CCCCC3)[nH]c12,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0
C[C@@H]1COCCN1c1cc(N=[S@](C)(=O)C2COC2)nc(-n2cnc3ccccc32)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
CC(c1ccc2c(c1)OCO2)N1CCN(c2ncc(N)cn2)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
O=C(Nc1ccc(N=C2N=CNC3C=C(OCCCN4CCOCC4)C=CC23)cc1)NC1CCCCC1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Cc1ccc(NC(=O)NC(CC(C)C)C(O)=NO)cc1Cl,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
CS(=O)(=O)c1ccc(Nc2nn([C@H]3CCCC[C@@H]3C#N)c3cc[nH]c(=O)c23)cc1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3nnc(-c4ccc(CNC[C@H](C)O)cc4F)o3)n2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
CCCCNNC(=O)c1ccc(-c2cccc(F)c2F)cc1,,,,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,
Cc1ccccc1/C=C/c1cccc2c1N[C@H](C)CC(=O)N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
C[C@@]1(O)CCC[C@H]1n1c(=O)ccc2cnc(NC3CCN(S(=O)(=O)NC[C@H]4CCCO4)CC3)nc21,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(N=C2N=CNC3C=C(OCCCN4CCCCC4)C=CC23)cc1)NC1CCCCC1,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Fc1ccccc1C1CC1NC1CCNCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
C[C@H]1C[C@H](C)N1C(=O)O[C@@H]1CCC(c2cc(NC(=O)Cc3cnn(C)c3)[nH]n2)C1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
CCn1cc(NC(=O)c2ccc(COCC(F)(F)F)cc2)c(C(=O)NCC(C)C)n1,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Nc1ncc(-c2cccnc2)nc1C(=O)Nc1ccc2cc[nH]c2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Cc1ncccc1-c1ncn2c(NCc3c(F)ccc4c3CCO4)ncc(-c3ccc(S(C)(=O)=O)cc3)c12,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
